"[ 1.99970923e+01 -1.99966647e+01  5.94828257e-01  9.66655231e+00
  2.81221143e+00  1.33157013e+01  1.44290794e-02  5.57542149e+03
  8.82357463e-03]" "[ 1.99964473e+01 -1.99973632e+01  1.98854135e+00  1.01181714e+01
  1.49250844e+01  1.51329658e+01  1.44290794e-02  5.57542893e+03
  1.89016087e-02]" "[ 1.92859181e+01 -1.92861940e+01  2.04078882e+00  8.77626987e+00
 -9.77561539e-01  1.51107712e+01  1.44290794e-02  5.37723381e+03
  5.69485521e-03]"
